,openPrice,highestPrice,lowestPrice,closePrice,turnoverVol,label
263,104.37,110,104.125,108.313,25040300,110.75
264,107.5,113.875,107.375,111.25,14639300,115.25
265,109.1,109.938,108.188,108.563,9489300,115.24
266,109.16,109.938,107.625,109.063,9806400,116.75
267,109.06,111.438,108.938,110.438,6749600,112
268,109.72,111.125,109.438,110.75,4975400,114.05
269,109.625,115.25,109.625,115.25,7650500,113.99
270,112.5,115.49,112.47,115.24,5112300,112.22
271,115,116.75,115,116.75,7010200,115.69
272,115.33,116.75,112,112,8189300,116.91
273,111.99,114.3,111.2,114.05,5581300,114.03
274,112.75,113.99,110.27,113.99,4667400,112.32
275,109.4,112.6,109.3,112.22,5112200,114.9
276,112.23,115.69,112.23,115.69,6361300,113.75
277,113.11,117.55,112.67,116.91,8946500,115.1
278,116.62,118.2,114.03,114.03,8253100,116.78
279,113.74,114.93,111,112.32,6279000,115.75
280,110.55,115.72,110.35,114.9,6674000,115.6
281,113.86,117.15,113.07,113.75,7127700,107.5
282,113.46,116.17,112.52,115.1,7008600,108.88
283,116.51,118.64,116.4,116.78,8023300,104
284,114.55,115.75,114.55,115.75,6307900,105.3
285,114.55,115.6,111.5,115.6,5720800,102.59
286,109.27,111.5,107.3,107.5,9110500,99.9
287,106.23,110.9,103.38,108.88,11664300,106.05
288,107.23,107.5,100.4,104,15221500,102.31
289,105.53,105.8,101.9,105.3,8294300,104.91
290,104.64,106.85,102.58,102.59,9719000,106
291,102.69,103.5,99.15,99.9,11755000,107.55
292,99.05,106.4,97.65,106.05,15078600,106.47
293,103.74,107.4,101,102.31,14636400,99.29
294,102.81,105.6,102.7,104.91,6737400,95.49
295,105.98,108.35,105.25,106,8111000,98.39
296,107.18,108.25,105.7,107.55,7729200,94.96
297,106.9,107.3,105.37,106.47,6781900,95.56
298,104.74,105.01,98,99.29,16607700,90.1
299,97.65,98.4,95.03,95.49,14425300,92.6
300,94.86,98.4,94.25,98.39,12091500,88.3
301,95.16,98.9,93.37,94.96,14204000,89.08
302,95.76,97.8,95.17,95.56,8398700,91
303,93.66,93.9,88.3,90.1,19810200,93.5
304,90.77,92.8,89.25,92.6,10130500,95.66
305,91.37,92.03,88.19,88.3,10077300,99.5
306,88.23,91.6,87.8,89.08,10973800,98.45
307,89.12,91,89.1,91,11352300,95.04
308,93.26,94.95,90.3,93.5,12215700,96.18
309,95.25,95.66,95.25,95.66,7142800,94.66
310,94,100,94,99.5,11807100,90.4
311,97.9,98.45,94.41,98.45,9535500,92
312,94.46,97.06,94.27,95.04,10531800,98.21
313,96.26,97.56,95.15,96.18,9403600,97.95
314,97.2,98.1,93.6,94.66,8786500,96
315,94.36,94.65,90.25,90.4,13118100,98.66
316,90.22,94.05,90.08,92,13408500,97.43
317,95.8,99,95.6,98.21,12353100,97.5
318,97.75,100,96.55,97.95,13397000,96.75
319,98.25,98.6,93.82,96,9409600,99.7
320,96.76,99.9,96.6,98.66,10422900,106.5
321,101.24,101.9,95.9,97.43,11454800,114.47
322,96.4,97.5,96.2,97.5,8049200,114.83
323,95.96,99.89,95.22,96.75,9008000,112
324,97,99.88,97,99.7,9836700,112.67
325,102.74,110,102.3,106.5,18989800,114.85
326,111.72,115.9,110.5,114.47,25634400,113.68
327,114.06,116.3,113.77,114.83,12572400,116.2
328,113.72,114.05,111.68,112,8509200,115.14
329,113.11,114.75,112.35,112.67,8664400,118.65
330,112,114.85,111.99,114.85,6805700,115.4
331,114.66,116.7,113.68,113.68,7273100,115.1
332,116.51,116.8,114.55,116.2,7396800,115.86
333,116.11,118.02,114.73,115.14,7334000,117.25
334,115.85,118.65,115.85,118.65,6653500,117.7
335,118,118.95,113.75,115.4,9638400,118.18
336,114.6,115.1,113.7,115.1,5733500,115.2
337,111.72,115.86,111.3,115.86,8567600,114.15
338,116.2,117.25,115.9,117.25,5227000,113.18
339,117.1,117.7,115.5,117.7,7551100,114.15
340,116.2,118.18,116.2,118.18,6350800,115.8
341,118.34,118.9,115.2,115.2,7725400,115.07
342,113.75,114.15,111.81,114.15,7117500,117.68
343,111.2,113.18,111.2,113.18,4553000,119.9
344,113.5,114.15,113.5,114.15,5156700,118.31
345,112.35,115.8,112.2,115.8,7834600,118.95
346,115.65,116.94,115.05,115.07,6809600,119.52
347,115.07,117.68,115.07,117.68,5755400,117.8
348,117.95,119.9,117.95,119.9,7146000,117.59
349,119.54,119.7,118.23,118.31,4964900,112.65
350,117.8,118.95,117.4,118.95,5620000,113.86
351,117.5,119.6,117.5,119.52,7657600,113.6
352,119.36,119.9,117.8,117.8,5610000,114.75
353,117.35,117.59,115.27,117.59,5093100,116.9
354,113.85,114.05,112,112.65,9598300,119
355,112.65,113.86,111.8,113.86,5426300,117.25
356,112.5,113.6,112.5,113.6,4590700,116.1
357,113.25,114.75,113.25,114.75,3340700,117.34
358,113.64,117.6,113.56,116.9,6152900,117.8
359,117.6,119,117.5,119,8052000,116.59
360,117,118.25,117,117.25,6234800,116.08
361,117.5,117.5,116.07,116.1,3096000,115.45
362,116.15,118.14,116.1,117.34,6511400,115.44
363,116.75,117.8,116.75,117.8,6521300,114.84
364,117.1,118.47,116.53,116.59,5666500,113.09
365,115.6,116.08,115.6,116.08,6587600,112.1
