,preCloseIndex,openIndex,lowestIndex,highestIndex,closeIndex,turnoverVol,label
226,752.44,755.84003,741.02002,801.2000099999999,800.03003,9495900000,816.21002
227,800.03003,801.2000099999999,801.2000099999999,865.5999800000001,851.81,7879440000,848.81
228,851.81,853.4000199999999,834.98999,868.94,857.39001,6952700000,870.73999
229,857.39001,852.9000199999999,841.37,887.6799900000001,887.6799900000001,5793260000,845.2199699999999
230,887.6799900000001,886.89001,881.2100199999999,896.25,896.23999,2740860000,876.0700099999999
231,896.23999,888.60999,815.69,888.60999,816.21002,6052010000,909.7000099999999
232,816.21002,817.94,817.94,850.5399800000001,848.81,6170100000,888.6699800000001
233,848.81,843.5999800000001,827.59998,873.12,870.73999,6221880000,899.23999
234,870.73999,869.75,833.59998,875.5999800000001,845.2199699999999,5860390000,873.5900300000001
235,845.2199699999999,844.4299900000001,818.40997,879.4199800000001,876.0700099999999,6165370000,879.7299800000001
236,876.0700099999999,882.7100199999999,882.7100199999999,918.5700099999999,909.7000099999999,6553600000,868.5700099999999
237,909.7000099999999,906.4799800000001,885.38,916.26001,888.6699800000001,5693110000,913.1799900000001
238,888.6699800000001,892.1699800000001,885.4500099999999,908.2700199999999,899.23999,5942130000,904.4199800000001
239,899.23999,898.3499800000001,868.7299800000001,904.63,873.5900300000001,5513840000,885.2800300000001
240,873.5900300000001,871.7899800000001,851.3499800000001,883.23999,879.7299800000001,5959590000,887.88
241,879.7299800000001,881.0700099999999,857.7199699999999,884.63,868.5700099999999,4982390000,871.63
242,868.5700099999999,871.5300300000001,871.5300300000001,914.6599699999999,913.1799900000001,6009780000,863.1599699999999
243,913.1799900000001,908.1599699999999,895.94,918.8499800000001,904.4199800000001,5907380000,868.1500199999999
244,904.4199800000001,905.9799800000001,877.44,911.0200199999999,885.2800300000001,5675000000,872.7999900000001
245,885.2800300000001,886.9600199999999,883.0200199999999,905.4699699999999,887.88,6705310000,869.4199800000001
246,887.88,887.2000099999999,857.0900300000001,887.37,871.63,4869850000,890.64001
247,871.63,874.31,860.0999800000001,880.44,863.1599699999999,4051970000,903.25
248,863.1599699999999,863.87,861.44,869.7899800000001,868.1500199999999,1546550000,931.7999900000001
249,868.1500199999999,869.51001,866.5200199999999,873.73999,872.7999900000001,1880050000,927.4500099999999
250,872.7999900000001,872.37,857.0700099999999,873.7000099999999,869.4199800000001,3323430000,934.7000099999999
251,869.4199800000001,870.5800199999999,870.5800199999999,891.12,890.64001,3627800000,906.6500199999999
252,890.64001,890.5900300000001,889.6699800000001,910.3200099999999,903.25,4172940000,909.7299800000001
253,903.25,902.98999,899.3499800000001,934.7299800000001,931.7999900000001,4048270000,890.3499800000001
254,931.7999900000001,929.1699800000001,919.5300300000001,936.63,927.4500099999999,5413910000,870.26001
255,927.4500099999999,931.1699800000001,927.2800300000001,943.8499800000001,934.7000099999999,5392620000,871.7899800000001
256,934.7000099999999,927.4500099999999,902.37,927.4500099999999,906.6500199999999,4704940000,842.62
257,906.6500199999999,905.7299800000001,896.81,910.0,909.7299800000001,4991550000,843.73999
